descricao;dados_imovel;caracteristicas;coordenadas;link;preco;anunciante
Apartamento para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '200m²', 'ANO DE CONSTRUÇÃO': '2023', 'REFERÊNCIA': 'CasaSAPO_RO1706 (2) (2)', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '693', 'CLIQUES': '37', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Corredor', 'Cozinha(s)', 'Despensa(s)', 'Hall de Entrada', 'Hall de Quartos', 'Lavandaria', 'Sala(s): 1', 'Total quarto(s): 4'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Biblioteca', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Estação Ferroviária', 'Estação Rodoviária', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Hospital', 'Mercado', 'Metro', 'Orientação Solar: Nascente/Poente', 'Piscinas', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Universidade', 'Vista para Cidade', 'Zona Comercial', 'Zona Histórica'], 'equipamentos': ['Antena Parabólica', 'Combinado', 'Elevador: 2', 'Estores Electricos', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Máquina de Lavar Louça', 'Piso Radiante', 'Porta Alta Segurança', 'Video Porteiro', 'Vidros Duplos'], 'conforto-e-lazer': ['Luz Natural'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2023-01-01'], 'areas': ['Área Útil: 200.00'], 'servicos': ['Aceita pessoas extra', 'Animais permitidos'], 'infraestruturas': ['Acesso Mobilidade Reduzida']};{'lat': '41.1632461507', 'long': '-8.6745043628'};https://casa.sapo.pt/comprar-apartamento-t4-porto-aldoar-foz-do-douro-e-nevogilde-ce3af82e-d1d5-11ef-8359-060000000051.html;1.200.000 €;Real Objectiva Agência
Apartamento T3 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '138m²', 'REFERÊNCIA': 'CasaSAPO_DO3160_1CS', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '540', 'CLIQUES': '33', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Total quarto(s): 3', 'Varandas'], 'equipamentos': ['Combinado', 'Elevador', 'Exaustor', 'Forno', 'Máquina de Lavar Louça', 'Painéis Solares', 'Piso Radiante', 'Placa Vitrocerâmica', 'Porta Alta Segurança', 'Video Porteiro'], 'extras': ['Piso: 1'], 'areas': ['Área Útil: 138.00']};{'lat': '41.1647963763', 'long': '-8.6557441765'};https://casa.sapo.pt/comprar-apartamento-t3-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-boavista-(cedofeita)-eadb785b-b455-11ed-adb9-060000000054.html;600.000 €;100 DOMUS
Apartamento T4 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '200m²', 'ÁREA BRUTA': '409m²', 'REFERÊNCIA': 'CasaSAPO_SAVPRT11730', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '11 213', 'CLIQUES': '300', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de banho de serviço: 1', 'Casa de Banho Privativa: 4', 'Casa(s) de Banho: 5', 'Closet', 'Cozinha(s)', 'Hall de Entrada', 'Hall de Quartos', 'Lavandaria', 'Número de pisos: 1', 'Sala(s): 1', 'Sala(s) de Jantar: 1', 'Suite(s): 3', 'Total quarto(s): 4', 'Varandas: 3'], 'zona-envolvente': ['Condomínio Fechado', 'Escola', 'Espaços Verdes', 'Farmácia', 'Orientação Solar: Todas', 'Transportes Públicos', 'Vista para Jardim', 'Hipermercado', 'Aeroporto', 'Auto-Estrada', 'Bombeiros', 'Centro da Cidade', 'Distância aeroporto: 15 min', 'Distância do Mar: 1500 m', 'Excelentes Acessos', 'Hospital', 'Perto da praia', 'Polícia', 'Terreno', 'Vista para Mar', 'Vista para Rio'], 'equipamentos': ['Ar Condicionado', 'Combinado', 'Elevador: 2', 'Estores Electricos', 'Exaustor', 'Forno', 'Frigorífico', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Máquina de Secar Roupa', 'Microondas', 'Painéis Solares', 'Placa de Indução', 'Porta Alta Segurança', 'Porta Corta Fogo', 'Video Porteiro'], 'extras': ['Piso: 13', 'Conservação: Por Recuperar'], 'areas': ['Área Bruta: 409.00', 'Área de Cozinha', 'Área Terraço: 106.00', 'Área Varanda', 'Área Varanda', 'Área Varanda', 'Área Útil: 200.80'], 'infraestruturas': ['Arrecadação', 'Garagem: 4', 'Terraço']};{'lat': '41.1501804869', 'long': '-8.6629373694'};https://casa.sapo.pt/comprar-apartamento-t4-porto-aldoar-foz-do-douro-e-nevogilde-foz-(foz-do-douro)-9ab35158-d704-11ee-a0d2-060000000053.html;"2.600.000 €
2.700.000 €
-3,7%";Savills Portugal
Apartamento T0 para comprar no Porto;{'ESTADO': 'Usado', 'ÁREA ÚTIL': '42m²', 'REFERÊNCIA': 'CasaSAPO_APA_170', 'CERTIFICAÇÃO ENERGÉTICA': 'C', 'VISUALIZAÇÕES': '249', 'CLIQUES': '124', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Total quarto(s): Não'], 'extras': ['Piso: 1', 'Conservação: Excelente'], 'areas': ['Área de Terreno: 178.00', 'Área Útil: 42.00']};{'lat': '41.1597966351', 'long': '-8.6119242663'};https://casa.sapo.pt/comprar-apartamento-t0-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-26a874b1-9db7-11ef-9e61-060000000056.html;250.000 €;YOUR REAL ESTATE
Apartamento T4+1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '230m²', 'ÁREA BRUTA': '350m²', 'REFERÊNCIA': 'CasaSAPO_APA_53233_6A', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '434', 'CLIQUES': '17', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de banho de serviço: 1', 'Casa(s) de Banho: 5', 'Closet', 'Cozinha(s): 1', 'Número de pisos', 'Sala(s): 3', 'Sala(s) de Jantar: 1', 'Total quarto(s): 4', 'Total quarto(s) interiores: 1', 'Suite(s): 4'], 'zona-envolvente': ['Auto-Estrada', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Polícia', 'Transportes Públicos', 'Vista para Rio'], 'equipamentos': ['Elevador', 'Bomba de calor', 'Carregamento eléctrico de veículos'], 'extras': ['Piso: 6'], 'areas': ['Área de Quarto: 29.00', 'Área de Quarto: 14.40', 'Área de Quarto: 14.40', 'Área de Casa de Banho: 4.00', 'Área de Casa de Banho: 4.00', 'Área de Casa de Banho: 4.00', 'Área de Casa de Banho: 4.00', 'Área de Sala: 41.00', 'Área de Sala: 21.20', 'Área Bruta: 350.00', 'Área Útil: 230.00', 'Área quarto(s) interiores: 7.00', 'Área de Quarto: 14.40', 'Área de Casa de Banho: 1.75', 'Área de Sala: 15.60', 'Área de Estacionamento: 90.00', 'Área do closet', 'Área Terraço: 107.00'], 'infraestruturas': ['Garagem: 4', 'Piscina Privada', 'Terraço']};{'lat': '41.15366', 'long': '-8.64046'};https://casa.sapo.pt/comprar-apartamento-t4-porto-lordelo-do-ouro-e-massarelos-b1758fb8-73be-11f0-a52b-060000000058.html;2.200.000 €;Garvetur
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '180m²', 'ÁREA BRUTA': '332m²', 'ANO DE CONSTRUÇÃO': '2027', 'REFERÊNCIA': 'CasaSAPO_6790', 'CERTIFICAÇÃO ENERGÉTICA': 'A+', 'VISUALIZAÇÕES': '270', 'CLIQUES': '11', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 4', 'Lavandaria', 'Sala(s): 1', 'Total quarto(s): 3'], 'zona-envolvente': ['Escola', 'Espaços Verdes', 'Transportes Públicos', 'Vista para Jardim'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Domótica', 'Elevador', 'Estores Electricos', 'Exaustor', 'Forno', 'Frigorífico', 'Máquina de Lavar Louça', 'Microondas', 'Piso Radiante', 'Placa de Indução', 'Porta Alta Segurança', 'Porta automática', 'Roupeiros', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2027-12-02', 'Inicio da construção: 2025-10-01', 'Piso: Não'], 'areas': ['Área Bruta: 332.00', 'Área de Terreno: 152.00', 'Área Útil: 180.00', 'Área de Quarto: 37.00', 'Área de Quarto: 19.00', 'Área de Quarto: 20.00', 'Área de Sala: 48.00'], 'infraestruturas': ['Estacionamento c/ carregamento elétrico', 'Garagem: 2', 'Jardim']};{'lat': '41.16051', 'long': '-8.67318'};https://casa.sapo.pt/comprar-apartamento-t3-porto-aldoar-foz-do-douro-e-nevogilde-c9b3dc78-2c1c-11f0-8add-060000000054.html;1.600.000 €;Imobiliária Pedro Ramos Pinto
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '129m²', 'ÁREA BRUTA': '140m²', 'REFERÊNCIA': 'CasaSAPO_APA_966_A', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '162', 'CLIQUES': '8', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Lavabo', 'Varandas: 1', 'Casa(s) de Banho: 3', 'Sala(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Auto-Estrada', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Centro de Saúde', 'Comércio Tradicional', 'Escola', 'Espaços Verdes', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Perto da praia', 'Polícia', 'Transportes Públicos', 'Vista para Cidade', 'Vista para Jardim', 'Vista para Mar'], 'seguranca': ['Vídeo vigilância'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Carregamento eléctrico de veículos', 'Combinado', 'Detector de Incêndio', 'Detector de Intrusão', 'Detector de Inundação', 'Domótica', 'Elevador', 'Estores Electricos', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Máquina de Lavar Louça', 'Microondas', 'Piso Radiante: elétrico', 'Placa de Indução', 'Roupeiros embutidos', 'Video Porteiro', 'Vidros Duplos', 'Painéis Fotovoltaicos', 'Porta Alta Segurança'], 'areas': ['Área Bruta: 140.00', 'Área Útil: 129.55'], 'infraestruturas': ['Garagem', 'Ginásio', 'Jardim']};{'lat': '41.1658', 'long': '-8.67756'};https://casa.sapo.pt/comprar-apartamento-t2-porto-aldoar-foz-do-douro-e-nevogilde-b9f5478a-d033-11f0-9e61-060000000056.html;1.050.000 €;INVEST CONSULTING
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '72m²', 'ÁREA BRUTA': '106m²', 'REFERÊNCIA': 'CasaSAPO_DO3243_5ID (2)', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '162', 'CLIQUES': '13', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Total quarto(s): 1'], 'zona-envolvente': ['Hipermercado'], 'equipamentos': ['Ar Condicionado', 'Caixilharia corte térmico', 'Combinado', 'Detector de Incêndio', 'Elevador', 'Exaustor', 'Forno', 'Máquina de Lavar Louça', 'Microondas', 'Painéis Solares', 'Placa de Indução', 'Porta Alta Segurança', 'Roupeiros', 'Video Porteiro'], 'extras': ['Piso: 3'], 'areas': ['Área Bruta: 106.00', 'Área Útil: 72.00'], 'infraestruturas': ['Garagem: 1', 'Terraço']};{'lat': '41.1548316651', 'long': '-8.6073285994'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-06853f42-dd8a-11ef-8add-060000000054.html;430.000 €;100 DOMUS
Apartamento T4 para comprar no Porto;{'ESTADO': 'Usado', 'ÁREA ÚTIL': '333m²', 'ÁREA BRUTA': '436m²', 'REFERÊNCIA': 'CasaSAPO_HM240514', 'CERTIFICAÇÃO ENERGÉTICA': 'A+', 'VISUALIZAÇÕES': '2 828', 'CLIQUES': '68', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 4', 'Casa(s) de Banho: 4', 'Varandas', 'Lavandaria', 'Sala(s): 1', 'Número de pisos: 1'], 'zona-envolvente': ['Porto Mar', 'Porto Rio', 'Vista para Mar', 'Vista para Rio', 'Estacionamento', 'Bombeiros', 'Farmácia', 'Hipermercado', 'Transportes Públicos'], 'equipamentos': ['Gás Canalizado', 'Gerador', 'Porta Blindada', 'Roupeiros', 'Vidros Duplos', 'Ar Condicionado', 'Caldeira', 'Piso Radiante', 'Poliban/Base de Duche', 'Toalheiros Aquecidos', 'Arcas Frigoríficas', 'Exaustor', 'Fogão', 'Forno', 'Frigorífico', 'Combinado', 'Máquina de Secar Roupa', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Microondas', 'Elevador', 'Placa Vitrocerâmica', 'Fogão Eléctrico', 'Termoacumulador', 'Portão Eléctrico', 'Isolamento Térmico', 'Isolamento Acústico', 'Domótica'], 'areas': ['Área Útil: 333.00', 'Área Bruta: 436.00', 'Área de Terreno: 94.00'], 'servicos': ['Água', 'Luz', 'Saneamento público', 'TV por Cabo disponível'], 'infraestruturas': ['Garagem', 'Terraço']};{'lat': '41.1561779', 'long': '-8.651652'};https://casa.sapo.pt/comprar-apartamento-t4-porto-lordelo-do-ouro-e-massarelos-032f53f5-82bc-11ef-8add-060000000054.html;3.800.000 €;Verticus - Sociedade de Mediação Imobiliária, Lda
Apartamento T1+1 para comprar no Porto;{'ESTADO': 'Usado', 'ÁREA ÚTIL': '49m²', 'ÁREA BRUTA': '53m²', 'ANO DE CONSTRUÇÃO': '2025', 'REFERÊNCIA': 'CasaSAPO_FR024', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '453', 'CLIQUES': '14', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 1', 'Total quarto(s) interiores: 1', 'Número de pisos: 1', 'Casa de Banho Partilhada', 'Casa(s) de Banho: 2', 'Closet'], 'zona-envolvente': ['Auto-Estrada', 'Farmácia', 'Hipermercado', 'Hospital', 'Metro', 'Orientação Solar: Nascente', 'Transportes Públicos', 'Vista para Cidade', 'Vista para Jardim'], 'equipamentos': ['Elevador', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Janelas Alumínio', 'Placa de Indução', 'Pré-instalação ar condicionado', 'Pré-Instalação de Aquecimento Central', 'Vidros Duplos'], 'extras': ['Fim da construção: 2025-01-01'], 'areas': ['Área Útil: 49.00', 'Área Bruta: 53.00', 'Área de Terreno: 4.00'], 'infraestruturas': ['Acesso Mobilidade Reduzida', 'Estacionamento Interior', 'Jardim']};{'lat': '41.1825564443', 'long': '-8.6079712089'};https://casa.sapo.pt/comprar-apartamento-t1-porto-paranhos-5495ceab-9d12-11f0-b6a1-060000000058.html;"275.000 €
280.000 €
-1,79%";NewProject Real Estate
Apartamento T3 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '124m²', 'REFERÊNCIA': 'CasaSAPO_20398', 'CERTIFICAÇÃO ENERGÉTICA': 'B', 'VISUALIZAÇÕES': '144', 'CLIQUES': '9', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Hall de Entrada', 'Hall de Quartos', 'Kitchenette', 'Sala(s): 1', 'Total quarto(s): 3'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Auto-Estrada', 'Escola', 'Espaços Verdes', 'Excelentes Acessos', 'Farmácia', 'Orientação Solar: Sul', 'Transportes Públicos', 'Zona Comercial'], 'equipamentos': ['Bomba de calor', 'Carregamento eléctrico de veículos', 'Elevador: 1', 'Forno', 'Frigorífico', 'Máquina de Lavar Louça', 'Microondas', 'Placa de Indução', 'Roupeiros: 4', 'Toalheiros Aquecidos', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Piso: 4'], 'areas': ['Área de Quarto: 16.86', 'Área de Quarto: 11.96', 'Área de Quarto: 11.96', 'Área de Casa de Banho: 6.09', 'Área de Casa de Banho: 4.01', 'Área de Casa de Banho: 1.70', 'Área de Sala: 41.52', 'Área Útil: 124.00'], 'infraestruturas': ['Garagem: 2']};{'lat': '41.16752', 'long': '-8.61949'};https://casa.sapo.pt/comprar-apartamento-t3-porto-paranhos-1e23dab7-b145-11ee-adb9-060000000054.html;"547.750 €
556.096 €
-1,5%";Predial Parque - Sociedade de Mediação Imobiliária, Lda.
Apartamento T3 Duplex para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '194m²', 'ÁREA BRUTA': '183m²', 'ANO DE CONSTRUÇÃO': '2024', 'REFERÊNCIA': 'CasaSAPO_APA_2427_16PA', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '40', 'CLIQUES': '7', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de banho de serviço: 1', 'Casa(s) de Banho: 3', 'Closet', 'Hall de Entrada', 'Hall de Quartos', 'Sala(s): 1', 'Suite(s): 1', 'Total quarto(s): 3', 'Casa de Banho Partilhada: 1', 'Casa de Banho Privativa: 1', 'Cozinha(s): 1', 'Número de pisos: 2', 'Varandas: 2'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Banco', 'Centro da Cidade', 'Condomínio Fechado', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Metro', 'Orientação Solar: Norte/Sul', 'Transportes Públicos', 'Vista para Cidade', 'Áreas de Lazer Infantil', 'Escola', 'Espaços Verdes', 'Estacionamento Público', 'Posto de Combustível', 'Vista para Jardim', 'Zona Comercial'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Combinado', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Microondas', 'Placa de Indução', 'Porta Alta Segurança', 'Roupeiros', 'Video Porteiro', 'Vidros Duplos', 'Elevador'], 'conforto-e-lazer': ['Luz Natural'], 'extras': ['Fim da construção: 2024-12-31', 'Piso: 2'], 'areas': ['Área de Quarto: 10.70', 'Área de Quarto: 9.90', 'Área de Casa de Banho: 2.60', 'Área de Casa de Banho: 5.60', 'Área de Sala: 53.20', 'Área Bruta: 183.00', 'Área de Open Space: 53.20', 'Área de Suite: 18.30', 'Área Útil: 194.00', 'Área Varanda: 3.70', 'Área de Quarto: 18.30', 'Área de Casa de Banho: 7.10', 'Área de Cozinha: 18.70', 'Área do closet'], 'infraestruturas': ['Garagem']};{'lat': '41.1635317589', 'long': '-8.6261891925'};https://casa.sapo.pt/comprar-apartamento-t3-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-1d530dc8-cf4c-11ee-a521-060000000056.html;720.000 €;Entreparedes Real Estate
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '130m²', 'ÁREA BRUTA': '152m²', 'REFERÊNCIA': 'CasaSAPO_48.25(1)', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '109', 'CLIQUES': '15', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 3'], 'zona-envolvente': ['Auto-Estrada', 'Hipermercado', 'Transportes Públicos'], 'equipamentos': ['Elevador'], 'extras': ['Piso: 1'], 'areas': ['Área Bruta: 152.00', 'Área Útil: 130.00', 'Área do jardim: 71.80', 'Área Terraço: 14.60']};{'lat': '41.1640705862', 'long': '-8.6149158419'};https://casa.sapo.pt/comprar-apartamento-t3-porto-paranhos-2b801765-1077-11f0-a034-060000000058.html;645.500 €;Empril - Sociedade de Mediação Imobiliária
Apartamento T3 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA BRUTA': '125m²', 'REFERÊNCIA': 'CasaSAPO_5806 J', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '392', 'CLIQUES': '20', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Sala(s): 1', 'Total quarto(s): 3'], 'zona-envolvente': ['Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Polícia', 'Transportes Públicos'], 'equipamentos': ['Elevador'], 'extras': ['Edifício', 'Piso: 1'], 'areas': ['Área Bruta: 125.00', 'Área Varanda: 15.00']};{'lat': '41.1512019913', 'long': '-8.5929739733'};https://casa.sapo.pt/comprar-apartamento-t3-porto-bonfim-4bfc1b99-7ce0-11ef-9e61-060000000056.html;470.000 €;Alves & Alves - Sociedade de Mediação Imobiliária, Lda.
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '102m²', 'ÁREA BRUTA': '116m²', 'ANO DE CONSTRUÇÃO': '2026', 'REFERÊNCIA': 'CasaSAPO_6971', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '153', 'CLIQUES': '10', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Sala(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Escola', 'Espaços Verdes', 'Farmácia', 'Orientação Solar: Sul/Poente', 'Transportes Públicos', 'Vista para Jardim'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Elevador', 'Estores Electricos', 'Exaustor', 'Forno', 'Frigorífico de Vinhos', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Máquina de Secar Roupa', 'Placa de Indução', 'Porta Alta Segurança', 'Roupeiros', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2026-08-03', 'Piso: Não'], 'areas': ['Área Bruta: 116.40', 'Área de Terreno: 131.80', 'Área Útil: 102.40'], 'infraestruturas': ['Garagem: 1', 'Jardim']};{'lat': '41.16384', 'long': '-8.67061'};https://casa.sapo.pt/comprar-apartamento-t2-porto-aldoar-foz-do-douro-e-nevogilde-23e8268c-af24-11f0-8add-060000000054.html;800.000 €;Imobiliária Pedro Ramos Pinto
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '65m²', 'ÁREA BRUTA': '193m²', 'REFERÊNCIA': 'CasaSAPO_EMP_268_A', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '76', 'CLIQUES': '2', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Cozinha(s)', 'Open Space', 'Sala(s)', 'Total quarto(s): 1'], 'extras': ['Piso: -1'], 'areas': ['Área Bruta: 193.00', 'Área Útil: 65.00'], 'infraestruturas': ['Garagem', 'Jardim']};{'lat': '41.15023', 'long': '-8.6323'};https://casa.sapo.pt/comprar-apartamento-t1-porto-lordelo-do-ouro-e-massarelos-8c9cb3d9-da6e-11f0-a463-060000000052.html;490.000 €;Live W Portugal
Apartamento T1 para comprar no Porto;{'ESTADO': 'Usado', 'ÁREA BRUTA': '54m²', 'REFERÊNCIA': 'CasaSAPO_51722', 'CERTIFICAÇÃO ENERGÉTICA': 'C', 'VISUALIZAÇÕES': '7 243', 'CLIQUES': '174', 'PARTILHAS': '1', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 1', 'Casa(s) de Banho: 1', 'Hall de Quartos: 1', 'Kitchenet: 1', 'Sala(s): 1', 'Varandas: 1'], 'zona-envolvente': ['Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Biblioteca', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Estação Ferroviária', 'Estação Rodoviária', 'Farmácia', 'Ginásio', 'Hipermercado', 'Hospital', 'Mercado', 'Metro', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Zona Comercial', 'Zona Histórica'], 'equipamentos': ['Exaustor', 'Forno', 'Frigorífico', 'Microondas', 'Placa Vitrocerâmica'], 'extras': ['Piso: 3'], 'areas': ['Área Bruta: 54.00']};{'lat': '41.1438133', 'long': '-8.6094428'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-batalha-(se)-6aa68d75-51a5-11ea-95df-060000000053.html;354.000 €;JLL Residential
Apartamento T2 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '79m²', 'ÁREA BRUTA': '79m²', 'REFERÊNCIA': 'CasaSAPO_98435', 'CERTIFICAÇÃO ENERGÉTICA': 'C', 'VISUALIZAÇÕES': '412', 'CLIQUES': '18', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Open Space', 'Sala(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Transportes Públicos'], 'equipamentos': ['Ar Condicionado', 'Elevador', 'Porta Alta Segurança', 'Video Porteiro'], 'areas': ['Área Bruta: 79.77', 'Área Útil: 79.77']};{'lat': '41.14438', 'long': '-8.60902'};https://casa.sapo.pt/comprar-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-121be3a2-1449-11ef-bf55-060000000056.html;491.000 €;Condelix - Mediação Imobiliária, Unipessoal, Lda
